考区,单位名称,单位层级,职位名称,专业要求,职位性质,职位简介,申论考试类别,报考人员身份要求,招录人数,基层工作年限要求,性别要求,最低学历要求,最高年龄要求,学位要求,户籍要求,职业资格证书等要求,其他招录条件及说明,最低服务年限要求,笔试最低开考比例,是否需体能测评,体检标准,咨询电话1,咨询电话2,年份,最低入面分数,行测成绩,申论成绩
省直,湖南省第二女子监狱,省直属单位,监狱民警111,教育学大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,研究生,30周岁,硕士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省第二女子监狱,省直属单位,监狱民警112,电子信息和计算机类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,女,研究生,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省第二女子监狱,省直属单位,监狱民警113,不限,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,女,研究生,30周岁,硕士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省第二女子监狱,省直属单位,监狱民警114,音乐与舞蹈学类，戏剧与影视学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省第二女子监狱,省直属单位,监狱民警115,设计学类，美术学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省第二女子监狱,省直属单位,监狱民警116,工学大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,研究生,30周岁,硕士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省第二女子监狱,省直属单位,监狱民警117,会计学，财务管理，审计学，金融学,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-88143015,0731-84592766,2026,,,
省直,湖南省长康监狱,省直属单位,监狱民警118,汉语言文学，汉语言，应用中文，秘书学，新闻学，网络与新媒体,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-85590732,0731-84592766,2026,,,
省直,湖南省长康监狱,省直属单位,监狱民警119,教育学类，法学，会计学,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-85590732,0731-84592766,2026,,,
省直,湖南省长康监狱,省直属单位,监狱民警120,设计学类，美术学类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,不限,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-85590732,0731-84592766,2026,,,
省直,湖南省未成年犯管教所,省直属单位,监狱民警121,法学类，社会学类，中国语言文学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2621809,0731-84592766,2026,,,
省直,湖南省未成年犯管教所,省直属单位,监狱民警122,数学与应用数学，信息与计算科学，数理基础科学,公务员,,行测、申论（行政执法卷）,不限,2,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2621809,0731-84592766,2026,,,
省直,湖南省未成年犯管教所,省直属单位,监狱民警123,物理学，应用物理学，系统科学与工程,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2621809,0731-84592766,2026,,,
省直,湖南省未成年犯管教所,省直属单位,监狱民警124,化学，应用化学，化学生物学,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2621809,0731-84592766,2026,,,
省直,湖南省湘阴监狱,省直属单位,监狱民警125,法学类，公安学类，政治学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2269919,0731-84592766,2026,,,
省直,湖南省湘阴监狱,省直属单位,监狱民警126,土建类，能源动力类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2269919,0731-84592766,2026,,,
省直,湖南省湘阴监狱,省直属单位,监狱民警127,艺术大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0730-2269919,0731-84592766,2026,,,
省直,湖南省张家界监狱,省直属单位,监狱民警128,不限,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,大学本科,30周岁,学士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0744-2888781,0731-84592766,2026,,,
省直,湖南省张家界监狱,省直属单位,监狱民警129,法学大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0744-2888781,0731-84592766,2026,,,
省直,湖南省张家界监狱,省直属单位,监狱民警130,法学类，公安学类，政治学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0744-2888781,0731-84592766,2026,,,
省直,湖南省张家界监狱,省直属单位,监狱民警131,教育学大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0744-2888781,0731-84592766,2026,,,
省直,湖南省张家界监狱,省直属单位,监狱民警132,会计学，财务管理，审计学，采购管理，内部审计，金融学,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0744-2888781,0731-84592766,2026,,,
省直,湖南省张家界监狱,省直属单位,监狱民警133,会计学，财务管理，审计学，采购管理，内部审计，金融学,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0744-2888781,0731-84592766,2026,,,
省直,湖南省武陵监狱,省直属单位,监狱民警134,土木工程，建筑学，建筑环境与能源应用工程，城乡规划，风景园林,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0736-7898022,0731-84592766,2026,,,
省直,湖南省武陵监狱,省直属单位,监狱民警135,电子信息工程，计算机科学和技术，信息安全，软件工程，数据科学与大数据技术， 通信工程,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0736-7898022,0731-84592766,2026,,,
省直,湖南省桂阳监狱,省直属单位,监狱民警136,计算机科学与技术，软件工程，网络工程，信息安全，物联网工程，数字媒体技术,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0735-4290051,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警137,法学类，公安学类，政治学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,研究生,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警138,法学，法律，监狱学，司法警察学，侦查学，技术侦查学，刑事科学技术,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警139,不限,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,研究生,30周岁,硕士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警140,教育学大类,公务员,,行测、申论（行政执法卷）,不限,2,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警141,新闻传播学类，中国语言文学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,研究生,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警142,音乐与舞蹈学类，戏剧与影视学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警143,会计学，审计学，资产评估，内部审计,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警144,电子信息和计算机类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,研究生,30周岁,硕士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省坪塘监狱,省直属单位,监狱民警145,法学类，公安学类，政治学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81820584,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警146,不限,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,研究生,30周岁,硕士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警147,教育学大类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,研究生,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警148,教育学大类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,2,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警149,法学类，公安学类，政治学类,公务员,,行测、申论（行政执法卷）,不限,3,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警150,法学大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,研究生,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警151,文史哲大类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,研究生,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警152,文史哲大类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,不限,研究生,30周岁,硕士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警153,电子信息和计算机类,公务员,,行测、申论（行政执法卷）,应届高校毕业生,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警154,土建类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,研究生,30周岁,硕士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警155,会计学，财务管理，审计学，财务会计教育，国际会计，内部审计，大数据与会计,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警156,音乐与舞蹈学类，戏剧与影视学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警157,新闻传播学类，中国语言文学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,研究生,30周岁,硕士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省潭州监狱,省直属单位,监狱民警158,中国语言文学类，外国语言文学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-81824232,0731-84592766,2026,,,
省直,湖南省新开铺强制隔离戒毒所,省直属单位,戒毒民警（医学类）1,内科学，急诊医学，精神病与精神卫生学，影像医学与核医学，临床医学,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,研究生,35周岁,硕士,不限,医师资格证和医师执业证,无,不限,3:1,是,公务员录用体检特殊标准（测矫正视力）,0731-82275092,0731-81870136,2026,,,
省直,湖南省女子强制隔离戒毒所,省直属单位,戒毒民警（医学类）2,临床医学，医学影像学，放射医学,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,大学本科,35周岁,学士,不限,其他(详见说明),需具备医学影像和放射治疗专业医师执业证,不限,3:1,是,公务员录用体检特殊标准（测矫正视力）,0731-82275092,0731-89518912,2026,,,
省直,湖南省麓山强制隔离戒毒所,省直属单位,戒毒民警（医学类）3,内科学，急诊医学，老年医学，临床医学，临床医学硕士,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,研究生,35周岁,硕士,不限,医师资格证和医师执业证,无,不限,3:1,是,公务员录用体检特殊标准（测矫正视力）,0731-82275092,0731-81876510,2026,,,
省直,湖南省新开铺强制隔离戒毒所,省直属单位,戒毒民警1,法学大类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-81870136,2026,,,
省直,湖南省新开铺强制隔离戒毒所,省直属单位,戒毒民警2,体育学类，心理学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-81870136,2026,,,
省直,湖南省新开铺强制隔离戒毒所,省直属单位,戒毒民警3,管理科学与工程类，图书档案管理类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-81870136,2026,,,
省直,湖南省黎托强制隔离戒毒所,省直属单位,戒毒民警4,音乐与舞蹈学类，戏剧与影视学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,不限,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-89968716,2026,,,
省直,湖南省女子强制隔离戒毒所,省直属单位,戒毒民警5,公共管理类，管理科学与工程类,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-89518912,2026,,,
省直,湖南省女子强制隔离戒毒所,省直属单位,戒毒民警6,工商管理类，金融学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,女,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-89518912,2026,,,
省直,湖南省麓山强制隔离戒毒所,省直属单位,戒毒民警7,法学类，公安学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,不限,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-81876510,2026,,,
省直,湖南省麓山强制隔离戒毒所,省直属单位,戒毒民警8,中国语言文学类，新闻传播学类,公务员,,行测、申论（行政执法卷）,不限,1,不限,男,大学本科,30周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检特殊标准（测裸眼视力）,0731-82275092,0731-81876510,2026,,,
长沙,中共长沙市委统一战线工作部,市州直机关,文字综合1,文史哲大类，经济和管理学大类，法学大类,公务员,,行测、申论（省市卷）,不限,1,不限,男,大学本科,38周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0731-88667397,,2026,,,
长沙,中共长沙市委统一战线工作部,市州直机关,文字综合2,文史哲大类，经济和管理学大类，法学大类,公务员,,行测、申论（省市卷）,不限,1,不限,女,大学本科,38周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0731-88667397,,2026,,,
长沙,致公党长沙市委会机关,市州直机关,文字综合,不限,公务员,,行测、申论（省市卷）,不限,1,不限,不限,大学本科,38周岁,学士,不限,不限,致公党员、共青团员或群众,不限,5:1,是,公务员录用体检通用标准,0731-88667397,,2026,,,
长沙,中共长沙市委政法委员会,市州直机关,财务管理,会计学，财务管理，审计学，内部审计，大数据与会计,公务员,,行测、申论（省市卷）、财经专业知识,不限,1,不限,不限,大学本科,38周岁,学士,不限,其他(详见说明),中共党员（含预备党员）；具有初级会计师或初级经济师及以上职称或注册会计师证,5年,5:1,是,公务员录用体检通用标准,0731-88667376,,2026,,,
长沙,长沙市网络监测与研判中心,市州直机关,网络舆情分析1,不限,参照公务员法管理人员,,行测、申论（省市卷）,2026届普通高校毕业生,1,不限,男,大学本科,38周岁,学士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检通用标准,0731-88667726,,2026,,,
长沙,长沙市网络监测与研判中心,市州直机关,网络舆情分析2,不限,参照公务员法管理人员,,行测、申论（省市卷）,2026届普通高校毕业生,1,不限,女,大学本科,38周岁,学士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检通用标准,0731-88667726,,2026,,,
长沙,中共长沙市委外事工作委员会办公室,市州直机关,财务,会计学，财务管理，审计学,公务员,,行测、申论（省市卷）、财经专业知识,不限,1,2年以上,不限,大学本科,38周岁,学士,不限,其他(详见说明),具有初级会计及以上职称或注册会计师证,5年,5:1,是,公务员录用体检通用标准,0731-88665507,0731-88665504,2026,,,
长沙,长沙市人民对外友好协会办公室,市州直机关,法律专干,法学类，政治学类，社会学类,参照公务员法管理人员,,行测、申论（省市卷）,应届高校毕业生,1,不限,男,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665507,0731-88665504,2026,,,
长沙,中共长沙市委机构编制委员会办公室,市州直机关,机构编制管理,工学大类,公务员,,行测、申论（省市卷）,2026届普通高校毕业生,1,不限,不限,大学本科,38周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0731-88667456,,2026,,,
长沙,中共长沙市直属机关工作委员会,市州直机关,文字综合,文史哲大类，经济和管理学大类，法学大类，教育学大类，理学大类，工学大类，农学大类，艺术大类,公务员,,行测、申论（省市卷）,应届高校毕业生,1,不限,不限,大学本科,38周岁,学士,不限,不限,中共党员（含预备党员）,不限,5:1,是,公务员录用体检通用标准,0731-88667542,,2026,,,
长沙,长沙市人民政府办公室,市州直机关,综合管理,财政、经济、贸易类，金融学类，管理科学与工程类，工商管理类，图书档案管理类,公务员,,行测、申论（省市卷）,不限,1,不限,不限,大学本科,40周岁,学士,不限,其他(详见说明),持有有效的《中华人民共和国残疾人证》，具有正常履行岗位职责的身体条件和心理素质，残疾类别及等级为视力残疾四级或听力残疾四级，较好眼矫正视力0.2（含本数），在佩戴助听器、人工耳蜗等助听设备的情况下较好耳2米内能听到耳语，且言语能交流,不限,3:1,是,公务员录用体检通用标准,0731-88665812,,2026,,,
长沙,长沙市发展和改革委员会,市州直机关,资源节约与环境保护,能源动力类，环境与安全类,公务员,,行测、申论（省市卷）,不限,1,2年以上,不限,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665550,,2026,,,
长沙,长沙市发展和改革委员会,市州直机关,计算机,电子信息和计算机类,公务员,,行测、申论（省市卷）,应届高校毕业生,1,不限,不限,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665550,,2026,,,
长沙,长沙市教育局,市州直机关,财务,会计学，财务管理，财务会计教育，大数据与会计,公务员,,行测、申论（省市卷）、财经专业知识,不限,1,2年以上,不限,大学本科,38周岁,学士,不限,其他(详见说明),具有中级会计及以上职称或注册会计师证,不限,5:1,是,公务员录用体检通用标准,0731-84899730,0731-84899733,2026,,,
长沙,长沙市民政局,市州直机关,综合管理,金融学类,公务员,,行测、申论（省市卷）、财经专业知识,不限,1,不限,男,大学本科,38周岁,学士,不限,不限,无,不限,5:1,是,公务员录用体检通用标准,0731-88665450,,2026,,,
长沙,长沙市司法局,市州直机关,法律专干,宪法学与行政法学，经济法学，国际法学，涉外法治,公务员,,行测、申论（省市卷）,不限,1,不限,不限,研究生,38周岁,硕士,不限,法律职业资格A证,无,5年,5:1,是,公务员录用体检通用标准,0731-85409852,0731-85409853,2026,,,
长沙,长沙市财政局,市州直机关,财政业务1,财政、经济、贸易类，金融学类，会计学，会计硕士，审计硕士，金融数学，统计学,公务员,,行测、申论（省市卷）、财经专业知识,不限,1,2年以上,男,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665743,,2026,,,
长沙,长沙市财政局,市州直机关,财政业务2,财政、经济、贸易类，金融学类，会计学，会计硕士，审计硕士，金融数学，统计学,公务员,,行测、申论（省市卷）、财经专业知识,不限,1,2年以上,女,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665743,,2026,,,
长沙,长沙市财政局,市州直机关,财政业务3,财政、经济、贸易类，金融学类，会计学，会计硕士，审计硕士，金融数学，统计学,公务员,,行测、申论（省市卷）、财经专业知识,2026届普通高校毕业生,1,不限,男,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665743,,2026,,,
长沙,长沙市财政局,市州直机关,财政业务4,财政、经济、贸易类，金融学类，会计学，会计硕士，审计硕士，金融数学，统计学,公务员,,行测、申论（省市卷）、财经专业知识,2026届普通高校毕业生,1,不限,女,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665743,,2026,,,
长沙,长沙市财政局,市州直机关,财政综合,法学，经济法学，法律，法律（法学），法律（非法学），法律硕士,公务员,,行测、申论（省市卷）,不限,1,2年以上,不限,研究生,38周岁,硕士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665743,,2026,,,
长沙,长沙市财政统发工资中心,市州直机关,财政业务,金融学类,参照公务员法管理人员,,行测、申论（省市卷）、财经专业知识,不限,1,2年以上,男,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88665743,,2026,,,
长沙,长沙市人社局所属参照公务员法管理单位,市州直机关,财务专干1,财政、经济、贸易类，金融学类，工商管理类,参照公务员法管理人员,,行测、申论（省市卷）、财经专业知识,不限,1,不限,男,大学本科,38周岁,学士,不限,其他(详见说明),具有初级会计及以上职称或注册会计师证；长沙市失业保险服务中心、长沙市工伤保险服务中心各1名,5年,5:1,是,公务员录用体检通用标准,0731-84907937,,2026,,,
长沙,长沙市人社局所属参照公务员法管理单位,市州直机关,财务专干2,财政、经济、贸易类，金融学类，工商管理类,参照公务员法管理人员,,行测、申论（省市卷）、财经专业知识,不限,1,不限,女,大学本科,38周岁,学士,不限,其他(详见说明),具有初级会计及以上职称或注册会计师证；长沙市失业保险服务中心、长沙市工伤保险服务中心各1名,5年,5:1,是,公务员录用体检通用标准,0731-84907937,,2026,,,
长沙,长沙市就业服务中心,市州直机关,业务专干1,金融学类,参照公务员法管理人员,,行测、申论（省市卷）、财经专业知识,不限,1,不限,不限,大学本科,38周岁,学士,不限,其他(详见说明),具有初级会计及以上职称或注册会计师证,5年,5:1,是,公务员录用体检通用标准,0731-84907937,,2026,,,
长沙,长沙市就业服务中心,市州直机关,业务专干2,财政、经济、贸易类，工商管理类，公共管理类，法学类，社会学类,参照公务员法管理人员,,行测、申论（省市卷）,不限,1,不限,不限,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-84907937,,2026,,,
长沙,长沙市失业保险服务中心,市州直机关,劳动监察执法辅助,法学类,参照公务员法管理人员,,行测、申论（省市卷）,应届高校毕业生,1,不限,男,大学本科,38周岁,学士,不限,法律职业资格A证,无,5年,5:1,是,公务员录用体检通用标准,0731-84907937,,2026,,,
长沙,长沙市自然资源和规划局,市州直机关,土地管理1,土地资源管理，自然资源登记与管理，自然地理与资源环境，土地整治工程，土地科学与技术,公务员,,行测、申论（省市卷）,不限,1,2年以上,男,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88668169,,2026,,,
长沙,长沙市自然资源和规划局,市州直机关,土地管理2,土地资源管理，自然资源登记与管理，自然地理与资源环境，土地整治工程，土地科学与技术,公务员,,行测、申论（省市卷）,不限,1,2年以上,女,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88668169,,2026,,,
长沙,长沙市自然资源和规划局,市州直机关,规划管理,人文地理与城乡规划，城乡规划，风景园林，城市设计,公务员,,行测、申论（省市卷）,不限,1,2年以上,不限,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88668169,,2026,,,
长沙,长沙市自然资源和规划局,市州直机关,建筑管理1,建筑学，土木工程，智能建造，智慧建筑与建造，智能建造工程,公务员,,行测、申论（省市卷）,不限,1,2年以上,男,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88668169,,2026,,,
长沙,长沙市自然资源和规划局,市州直机关,建筑管理2,建筑学，土木工程，智能建造，智慧建筑与建造，智能建造工程,公务员,,行测、申论（省市卷）,不限,1,2年以上,女,大学本科,38周岁,学士,不限,不限,无,5年,5:1,是,公务员录用体检通用标准,0731-88668169,,2026,,,
